,a,alpha,mu,sigma,spread,t_c
0,-0.023044623120270242,0.020686708138237767,0.0027995398696930894,0.018656216254316686,"('CL2', 'CL1')",0.00094
1,0.02742900308358285,-0.0043623610268941106,-0.05271787779420716,0.011444956110394297,"('CL3', 'CL1')",0.00094
2,0.018487646762334897,-0.008431380171879358,-0.041814855210319975,0.008857338480304261,"('CL4', 'CL1')",0.00094
3,0.016139757533965977,-0.009105349637927971,-0.04942344242409428,0.007528050025452216,"('CL5', 'CL1')",0.00094
4,-0.012293631032355118,0.07601083800970257,0.07788596580765432,0.025307709224696134,"('CO1', 'CL1')",0.000289
5,-0.0125880523979745,0.06497538871228498,0.08314717664932632,0.024208899024687428,"('CO2', 'CL1')",0.000289
6,-0.01289641667473421,0.04926532132119858,0.0907553908143832,0.021895978688981205,"('CO3', 'CL1')",0.000289
7,-0.013318309719212072,0.03362242580486154,0.10175987104667286,0.018998145843662592,"('CO4', 'CL1')",0.000289
8,-0.013811134775252424,0.022446620851345078,0.11718388811202048,0.016433339627794686,"('CO5', 'CL1')",0.000289
9,-0.01817107588714122,0.45762530326328854,1.1334971427469112,0.03638525871148189,"('HO1', 'CL1')",0.002482
10,-0.01764169125379551,0.5638746712408969,1.1227062075141294,0.03857057594166641,"('HO2', 'CL1')",0.002482
11,-0.017459025304558812,0.6097289945468161,1.1190965220761044,0.03946251420065419,"('HO3', 'CL1')",0.002482
12,-0.01740474522340451,0.6194012449104482,1.118272311031125,0.039581570816157506,"('HO4', 'CL1')",0.002482
13,-0.017453704090531156,0.5958480620317206,1.1192376520249125,0.038992187496664936,"('HO5', 'CL1')",0.002482
14,-0.015597937298247117,1.1657504993906536,1.04315106591411,0.045748357054838006,"('XB1', 'CL1')",0.002482
15,-0.017684261547530663,0.5856084113598233,1.0506590607274566,0.03945483224527713,"('XB2', 'CL1')",0.002482
16,-0.01814497954370005,0.4055508829022975,1.0611450339319706,0.03417600064403514,"('XB3', 'CL1')",0.002482
17,-0.018581879541584946,0.37038851180893306,1.064372918839235,0.03389299364298824,"('XB4', 'CL1')",0.002482
18,-0.018635788129955214,0.34929095254369075,1.0631165012622295,0.033062217380559804,"('XB5', 'CL1')",0.002482
19,-0.013666621724470718,1.7345324832207494,2.225550767871238,0.045326909113753436,"('QS1', 'CL1')",0.002482
20,-0.013545544156002618,1.759112146301117,2.2264824978896414,0.04500992576143737,"('QS2', 'CL1')",0.002482
21,-0.01349819751618172,1.758241672487823,2.2285447827525102,0.0447505539802145,"('QS3', 'CL1')",0.002482
22,-0.013552913617126907,1.720273410450165,2.231631220850831,0.044548532264351993,"('QS4', 'CL1')",0.002482
23,-0.013658111144815632,1.6669987078314632,2.2347083551265405,0.04439206880310838,"('QS5', 'CL1')",0.002482
24,0.015265253785224406,-0.009466569457952299,-0.012159475521950387,0.007069043011511764,"('CL3', 'CL2')",0.00094
25,0.014622076130161015,-0.00892427846414381,-0.024480447831348364,0.006440666027806641,"('CL4', 'CL2')",0.00094
26,0.014576872039097886,-0.008052484429835399,-0.03803791259470306,0.0060900848718006455,"('CL5', 'CL2')",0.00094
27,-0.01154132520818236,0.10386978052299788,0.07725418852145312,0.026891633950506227,"('CO1', 'CL2')",0.000289
28,-0.01165824193657336,0.10343598314172972,0.08090923990262688,0.02724272666512717,"('CO2', 'CL2')",0.000289
29,-0.011822890098564878,0.08666675746469044,0.08587285315213981,0.02547665199577909,"('CO3', 'CL2')",0.000289
30,-0.01204618053355609,0.06128875443957536,0.0923791548098588,0.02204234143210362,"('CO4', 'CL2')",0.000289
31,-0.012324345103820137,0.041444115698054805,0.10073349127996004,0.01873031473752873,"('CO5', 'CL2')",0.000289
32,-0.017821341674852137,0.5325019548000643,1.1345424581213504,0.038078844683077546,"('HO1', 'CL2')",0.002482
33,-0.017207381435493132,0.6656458164446508,1.1240434916052509,0.04030888552266677,"('HO2', 'CL2')",0.002482
34,-0.01698227766264742,0.7230854838746928,1.1205268818500598,0.04115724578605413,"('HO3', 'CL2')",0.002482
35,-0.016915238564096706,0.7354099324754111,1.1197171178685608,0.041250909773409415,"('HO4', 'CL2')",0.002482
36,-0.016982791788757976,0.7058329435389062,1.1206406586656996,0.04066520597358008,"('HO5', 'CL2')",0.002482
37,-0.015243402767440097,1.2234349653003498,1.0455828357556942,0.045206385668823915,"('XB1', 'CL2')",0.002482
38,-0.01731179927431586,0.6572843509549974,1.0523678376489445,0.04043484499002546,"('XB2', 'CL2')",0.002482
39,-0.01783103239392609,0.4661928561909611,1.0621899689476295,0.035659386285807365,"('XB3', 'CL2')",0.002482
40,-0.018301331970829282,0.42974776697764633,1.065173407455306,0.03565387032090502,"('XB4', 'CL2')",0.002482
41,-0.018364346659735496,0.4061262854428558,1.0637878951758284,0.03484608115727016,"('XB5', 'CL2')",0.002482
42,-0.012899599987124349,1.9677299031879245,2.227738053742738,0.04406305734979421,"('QS1', 'CL2')",0.002482
43,-0.01276213439151715,1.9983006153775007,2.2286793409791157,0.04365641734114519,"('QS2', 'CL2')",0.002482
44,-0.012708579949973476,1.9974045472082649,2.2307425148922984,0.043356572674433685,"('QS3', 'CL2')",0.002482
45,-0.012778946424190803,1.9491530122990346,2.233821815899783,0.04320629532762422,"('QS4', 'CL2')",0.002482
46,-0.012912392842788317,1.8812096528127342,2.236888982666587,0.04315116167704053,"('QS5', 'CL2')",0.002482
47,0.014838946279515992,-0.0077353449774693744,-0.013221368327173194,0.006128151861738819,"('CL4', 'CL3')",0.00094
48,0.01531298572218257,-0.006670944096075986,-0.028329414048882756,0.005961586324396936,"('CL5', 'CL3')",0.00094
49,-0.011144250760905128,0.10331957975632483,0.07834647933896685,0.025434207936741438,"('CO1', 'CL3')",0.000289
50,-0.011157678147983081,0.1289578913396951,0.08109954129108574,0.028468234453583718,"('CO2', 'CL3')",0.000289
51,-0.011232973596229547,0.14007421687906182,0.08454184682165682,0.029977594830312964,"('CO3', 'CL3')",0.000289
52,-0.011360194435004843,0.11348205993012617,0.08867337350965643,0.027440050263374975,"('CO4', 'CL3')",0.000289
53,-0.01151693002051906,0.07820519490977411,0.09368170770428076,0.02325111804830573,"('CO5', 'CL3')",0.000289
54,-0.017398142002130187,0.641862301616094,1.1349561771638859,0.040269001713790366,"('HO1', 'CL3')",0.002482
55,-0.016622265079928283,0.82213357045756,1.1247352355370266,0.042440872883579756,"('HO2', 'CL3')",0.002482
56,-0.016317851027948055,0.9017723561474781,1.1213017138944348,0.043182645454283484,"('HO3', 'CL3')",0.002482
57,-0.016221080764891184,0.9213442347051216,1.1204952169075577,0.04324442295663774,"('HO4', 'CL3')",0.002482
58,-0.016314307738133672,0.8830792118753353,1.1213654155099373,0.04271821227633271,"('HO5', 'CL3')",0.002482
59,-0.015198741708682214,1.210758321659303,1.0475213591744215,0.0447649243801555,"('XB1', 'CL3')",0.002482
60,-0.01699272100460507,0.7271315495820385,1.0536254588528147,0.04131187305371871,"('XB2', 'CL3')",0.002482
61,-0.017509399836472036,0.540713148568282,1.0627653226379372,0.037329420395559774,"('XB3', 'CL3')",0.002482
62,-0.01799747809739483,0.5086566590481895,1.0654648936198217,0.03779115343151072,"('XB4', 'CL3')",0.002482
63,-0.018061503872016486,0.485075395629082,1.0639090736749905,0.03710945422522163,"('XB5', 'CL3')",0.002482
64,-0.011916775842288714,2.3058293894601176,2.229264765213671,0.04205695524250062,"('QS1', 'CL3')",0.002482
65,-0.011741113160939672,2.3516869244042287,2.2302118601254084,0.04147987846423167,"('QS2', 'CL3')",0.002482
66,-0.011664458944840882,2.355215169719007,2.2322719424800845,0.04107967180327955,"('QS3', 'CL3')",0.002482
67,-0.011740568860850932,2.293652247662728,2.23533758668422,0.0409618358306523,"('QS4', 'CL3')",0.002482
68,-0.011893137087574644,2.2066450022343505,2.2383845061528524,0.04101257576970597,"('QS5', 'CL3')",0.002482
69,0.016731924383088813,-0.0052250640133813765,-0.01646566835046283,0.006014947505261864,"('CL5', 'CL4')",0.00094
70,-0.010943682604588143,0.07834857255267971,0.08034387312197044,0.021551801973796116,"('CO1', 'CL4')",0.000289
71,-0.01088407909663493,0.10895364044660297,0.08276999399562111,0.025210219720163834,"('CO2', 'CL4')",0.000289
72,-0.010881228168218711,0.15669918685072143,0.08542460585066654,0.030209712471040342,"('CO3', 'CL4')",0.000289
73,-0.010918751071505277,0.17973097093013882,0.08822249834093909,0.032526377553022,"('CO4', 'CL4')",0.000289
74,-0.010998648408646717,0.1487575547813799,0.09132110175426313,0.029919935189380725,"('CO5', 'CL4')",0.000289
75,-0.01690197441003233,0.7839385626055528,1.1354476504917463,0.042538061958893966,"('HO1', 'CL4')",0.002482
76,-0.01587665676551673,1.0375754195565652,1.1254749109942495,0.044374794864830834,"('HO2', 'CL4')",0.002482
77,-0.015446721450774916,1.1539920724250219,1.1221161863151432,0.0448269894109786,"('HO3', 'CL4')",0.002482
78,-0.01529448142580349,1.1881398616457677,1.121310901732053,0.044784035164796974,"('HO4', 'CL4')",0.002482
79,-0.015417605415071586,1.138323062011264,1.1221289107635732,0.044390050501561126,"('HO5', 'CL4')",0.002482
80,-0.015520424944636178,1.1118701545131329,1.0495136178401392,0.04433098544811036,"('XB1', 'CL4')",0.002482
81,-0.016807858985736814,0.7702516382330414,1.0550253990875549,0.04179890409964605,"('XB2', 'CL4')",0.002482
