,a,alpha,mu,sigma,spread,t_c
0,-0.016447866495965375,0.10161771310717083,0.01245453024644597,0.02477658451850368,"('CL2', 'CL1')",0.00094
1,-0.01615915786697327,0.06646189279058472,0.02369924862861802,0.019504305133332005,"('CL3', 'CL1')",0.00094
2,-0.015978396729957087,0.05201189921137219,0.03369327454761855,0.016961231783666136,"('CL4', 'CL1')",0.00094
3,-0.01581832120761853,0.04658372764471935,0.04239726209942635,0.015807470963179474,"('CL5', 'CL1')",0.00094
4,-0.010975684833516342,0.10613514549268507,0.04312340684585673,0.025184560725792296,"('CO1', 'CL1')",0.000289
5,-0.010491508841884956,0.1072360429021418,0.05273561443266034,0.023657614879879184,"('CO2', 'CL1')",0.000289
6,-0.010234349293317808,0.1201663943640095,0.060958920515900045,0.024121154060480147,"('CO3', 'CL1')",0.000289
7,-0.010076559039659556,0.12307936259695335,0.06832860148901103,0.0238452823409577,"('CO4', 'CL1')",0.000289
8,-0.009989694216731442,0.12161242668482819,0.07473645408845282,0.023386679414541846,"('CO5', 'CL1')",0.000289
9,-0.016668605158102413,0.6291515062495707,1.1380440760548158,0.03728897449885261,"('HO1', 'CL1')",0.002482
10,-0.01667091986792467,0.6227744028665403,1.1464110732563693,0.03710756395807659,"('HO2', 'CL1')",0.002482
11,-0.016691794033032406,0.6190554925935448,1.1547618076467518,0.037069025194156315,"('HO3', 'CL1')",0.002482
12,-0.0167134796420816,0.6204665936675816,1.1626030033896855,0.03718662174677681,"('HO4', 'CL1')",0.002482
13,-0.016747142882415775,0.6268503807941406,1.1699943639154544,0.037495137293670856,"('HO5', 'CL1')",0.002482
14,-0.018232450454605927,0.5585375513463325,1.14376097581271,0.04040886581626852,"('XB1', 'CL1')",0.002482
15,-0.01818447954037369,0.5740580846958521,1.1492257422606875,0.04079876298250388,"('XB2', 'CL1')",0.002482
16,-0.01828321750214835,0.5232457997238553,1.1536288069513827,0.039281067032519226,"('XB3', 'CL1')",0.002482
17,-0.018379792500481964,0.4832115529516948,1.153166889621141,0.03805925827017524,"('XB4', 'CL1')",0.002482
18,-0.0184324798736038,0.4427227784873717,1.1490509519957792,0.03659251638585853,"('XB5', 'CL1')",0.002482
19,-0.016764053344331984,0.6812585561225456,2.2218316723134537,0.03915018686402246,"('QS1', 'CL1')",0.002482
20,-0.016743117201149557,0.6811842265501465,2.228542239181842,0.03907168639044663,"('QS2', 'CL1')",0.002482
21,-0.016741049003029904,0.6823752179443617,2.235250979204643,0.03909828010729006,"('QS3', 'CL1')",0.002482
22,-0.016749931140360014,0.6846503453088011,2.2418903417905858,0.03919587729116155,"('QS4', 'CL1')",0.002482
23,-0.016762580019521602,0.6871843328371415,2.2485626737200692,0.03931468809991626,"('QS5', 'CL1')",0.002482
24,-0.01576851804861041,0.04068329853987002,0.011317399138593321,0.014701656880721335,"('CL3', 'CL2')",0.00094
